station,date,prcp,tobs
USC00519397,11/19/15,0,79
USC00519397,11/20/15,1.57,73
USC00519397,11/21/15,0.85,75
USC00519397,11/22/15,0.33,75
USC00519397,11/23/15,0.62,76
USC00519397,11/24/15,0.75,71
USC00519397,11/25/15,0.01,76
USC00519397,11/26/15,0.36,76
USC00519397,11/27/15,0.11,77
USC00519397,11/28/15,0.02,77
USC00519397,11/29/15,0.03,76
USC00519397,11/30/15,0.01,77
USC00519397,12/01/15,0,75
USC00519397,12/02/15,0,77
USC00519397,12/03/15,0.06,75
USC00519397,12/04/15,0.02,75
USC00519397,12/05/15,0,75
USC00519397,12/06/15,0,75
USC00519397,12/07/15,0,71
USC00519397,12/08/15,0,70
USC00519397,12/09/15,0,74
USC00519397,12/10/15,0.06,74
USC00519397,12/11/15,0,75
USC00519397,12/12/15,0.39,72
USC00519397,12/13/15,0,70
USC00519397,12/14/15,0,66
USC00519397,12/15/15,0.08,74
USC00519397,12/16/15,0,75
USC00519397,12/17/15,0.02,74
USC00519397,12/18/15,0.08,75
USC00519397,12/19/15,0.13,76
USC00519397,12/20/15,0.03,74
USC00519397,12/21/15,0.01,75
USC00519397,12/22/15,0,74
USC00519397,12/23/15,0,73
USC00519397,12/24/15,0,68
USC00519397,12/25/15,0,73
USC00519397,12/26/15,0.02,74
USC00519397,12/27/15,0.43,74
USC00519397,12/28/15,0.01,77
USC00519397,12/29/15,0,70
USC00519397,12/30/15,0,70
USC00519397,12/31/15,0,69
USC00519397,01/01/16,0,62
USC00519397,01/02/16,0,71
USC00519397,01/03/16,0,63
USC00519397,01/04/16,0,62
USC00519397,01/05/16,0,68
USC00519397,01/06/16,0,73
USC00519397,01/07/16,0.18,65
USC00519397,01/08/16,0.01,67
USC00519397,01/09/16,0.03,75
USC00519397,01/10/16,0.01,66
USC00519397,01/11/16,0,68
USC00519397,01/12/16,0,64
USC00519397,01/13/16,0,64
USC00519397,01/14/16,0,64
USC00519397,01/15/16,0,69
USC00519397,01/16/16,0.01,65
USC00519397,01/17/16,0,64
USC00519397,01/18/16,0,64
USC00519397,01/19/16,0,63
USC00519397,01/20/16,0,68
USC00519397,01/21/16,0,71
USC00519397,01/22/16,0,70
USC00519397,01/23/16,0,70
USC00519397,01/24/16,0,70
USC00519397,01/25/16,0.04,71
USC00519397,01/26/16,0.16,68
USC00519397,01/27/16,0.01,68
USC00519397,01/28/16,0,65
USC00519397,01/29/16,0,67
USC00519397,01/30/16,0,65
USC00519397,01/31/16,0,69
USC00519397,02/01/16,0,69
USC00519397,02/02/16,0.06,68
USC00519397,02/03/16,0,70
USC00519397,02/04/16,0,66
USC00519397,02/05/16,0,69
USC00519397,02/06/16,0,72
USC00519397,02/07/16,0.02,68
USC00519397,02/08/16,0.01,65
USC00519397,02/09/16,0,69
USC00519397,02/10/16,0,61
USC00519397,02/11/16,0,62
USC00519397,02/12/16,0.02,75
USC00519397,02/13/16,0,74
USC00519397,02/14/16,0,69
USC00519397,02/15/16,0,73
USC00519397,02/16/16,0.02,74
USC00519397,02/17/16,0.21,71
USC00519397,02/18/16,0.02,73
USC00519397,02/19/16,0.03,66
USC00519397,02/20/16,0.01,66
USC00519397,02/21/16,0,73
USC00519397,02/22/16,0,63
USC00519397,02/23/16,0,64
USC00519397,02/24/16,0,67
USC00519397,02/25/16,0,66
USC00519397,02/26/16,0,68
USC00519397,02/27/16,0,69
USC00519397,02/28/16,0,68
USC00519397,02/29/16,0,71
USC00519397,03/01/16,0,73
USC00519397,03/02/16,0,68
USC00519397,03/03/16,0,66
USC00519397,03/04/16,0,65
USC00519397,03/05/16,0,66
USC00519397,03/06/16,0,68
USC00519397,03/07/16,0,69
USC00519397,03/08/16,0,76
USC00519397,03/09/16,0.19,68
USC00519397,03/10/16,0,70
USC00519397,03/11/16,0,71
USC00519397,03/12/16,0,73
USC00519397,03/13/16,0,74
USC00519397,03/14/16,0,72
USC00519397,03/15/16,0.08,66
USC00519397,03/16/16,0.05,72
USC00519397,03/17/16,0,70
USC00519397,03/18/16,0,69
USC00519397,03/19/16,0,71
USC00519397,03/20/16,0,73
USC00519397,03/21/16,0,74
USC00519397,03/22/16,0,70
USC00519397,03/23/16,0,70
USC00519397,03/24/16,0,72
USC00519397,03/25/16,0.01,73
USC00519397,03/26/16,0.09,68
USC00519397,03/27/16,0.01,68
USC00519397,03/28/16,0,70
USC00519397,03/29/16,0.09,73
USC00519397,03/30/16,0.01,70
USC00519397,03/31/16,0,71
USC00519397,04/01/16,0,77
USC00519397,04/02/16,0,72
USC00519397,04/03/16,0,75
USC00519397,04/04/16,0,72
USC00519397,04/05/16,0,74
USC00519397,04/06/16,0.01,72
USC00519397,04/07/16,0,73
USC00519397,04/08/16,0,76
USC00519397,04/09/16,0,76
USC00519397,04/10/16,0,78
USC00519397,04/11/16,0.01,75
USC00519397,04/12/16,0,76
USC00519397,04/13/16,0.01,77
USC00519397,04/14/16,0,77
USC00519397,04/15/16,0,78
USC00519397,04/16/16,0,80
USC00519397,04/17/16,0.17,70
USC00519397,04/18/16,0.15,72
USC00519397,04/19/16,0,73
USC00519397,04/20/16,0,75
USC00519397,04/21/16,0,76
USC00519397,04/22/16,0,77
USC00519397,04/23/16,0.05,75
USC00519397,04/24/16,0.05,77
USC00519397,04/25/16,0,77
USC00519397,04/26/16,0,77
USC00519397,04/27/16,0,76
USC00519397,04/28/16,0,78
USC00519397,04/29/16,0,78
USC00519397,04/30/16,0,76
USC00519397,05/01/16,0,77
USC00519397,05/02/16,0,76
USC00519397,05/03/16,0.01,78
USC00519397,05/04/16,0,77
USC00519397,05/05/16,0.13,76
USC00519397,05/06/16,0,76
USC00519397,05/07/16,0.03,73
USC00519397,05/08/16,0,73
USC00519397,05/09/16,0,74
USC00519397,05/10/16,0,75
USC00519397,05/11/16,0,75
USC00519397,05/12/16,0,74
USC00519397,05/13/16,0,75
USC00519397,05/14/16,0,77
USC00519397,05/15/16,0.02,78
USC00519397,05/16/16,0,77
USC00519397,05/17/16,0,78
USC00519397,05/18/16,0,79
USC00519397,05/19/16,0,78
USC00519397,05/20/16,0.01,77
USC00519397,05/21/16,0.03,76
USC00519397,05/22/16,0,78
USC00519397,05/23/16,0,79
USC00519397,05/24/16,0,77
USC00519397,05/25/16,0,77
USC00519397,05/26/16,0.06,76
USC00519397,05/27/16,0,79
USC00519397,05/28/16,0.1,75
USC00519397,05/29/16,0.54,73
USC00519397,05/30/16,0.16,71
USC00519397,05/31/16,0.05,74
USC00519397,06/01/16,0.06,76
USC00519397,06/02/16,0,71
USC00519397,06/03/16,0,71
USC00519397,06/04/16,0,74
USC00519397,06/05/16,0,76
USC00519397,06/06/16,0,78
USC00519397,06/07/16,0.01,77
USC00519397,06/08/16,0,77
USC00519397,06/09/16,0.01,73
USC00519397,06/10/16,0.05,77
USC00519397,06/11/16,0,78
USC00519397,06/12/16,0.01,78
USC00519397,06/13/16,0,80
USC00519397,06/14/16,0,79
USC00519397,06/15/16,0.01,78
USC00519397,06/16/16,0.02,77
USC00519397,06/17/16,0.02,76
USC00519397,06/18/16,0,77
USC00519397,06/19/16,0.01,77
USC00519397,06/20/16,0.01,78
USC00519397,06/21/16,0,80
USC00519397,06/22/16,0,79
USC00519397,06/23/16,0,79
USC00519397,06/24/16,0.01,77
USC00519397,06/25/16,0.03,78
USC00519397,06/26/16,0.01,79
USC00519397,06/27/16,0.01,80
USC00519397,06/28/16,0,76
USC00519397,06/29/16,0,79
USC00519397,06/30/16,0,80
USC00519397,07/01/16,0,79
USC00519397,07/02/16,0,79
USC00519397,07/03/16,0,77
USC00519397,07/04/16,0.04,79
USC00519397,07/05/16,0.02,78
USC00519397,07/06/16,0.02,78
USC00519397,07/07/16,0.01,80
USC00519397,07/08/16,0,80
USC00519397,07/09/16,0,80
USC00519397,07/10/16,0.02,78
USC00519397,07/11/16,0,72
USC00519397,07/12/16,0,80
USC00519397,07/13/16,0,79
USC00519397,07/14/16,0,79
USC00519397,07/15/16,0.46,78
USC00519397,07/16/16,0.03,78
USC00519397,07/17/16,0,78
USC00519397,07/18/16,1.25,76
USC00519397,07/19/16,0.03,78
USC00519397,07/20/16,0,78
USC00519397,07/21/16,0.04,78
USC00519397,07/22/16,0.02,76
USC00519397,07/23/16,0,78
USC00519397,07/24/16,0.13,79
USC00519397,07/25/16,4.2,78
USC00519397,07/26/16,0,80
USC00519397,07/27/16,0,80
USC00519397,07/28/16,0,80
USC00519397,07/29/16,0,79
USC00519397,07/30/16,0,78
USC00519397,07/31/16,0.06,76
USC00519397,08/01/16,0.08,77
USC00519397,08/02/16,0.05,78
USC00519397,08/03/16,0,80
USC00519397,08/04/16,0.04,80
USC00519397,08/05/16,0.01,80
USC00519397,08/06/16,0,80
USC00519397,08/07/16,0.39,77
USC00519397,08/08/16,0.02,81
USC00519397,08/09/16,0,80
USC00519397,08/10/16,0,80
USC00519397,08/11/16,0,80
USC00519397,08/12/16,0,79
USC00519397,08/13/16,0,79
USC00519397,08/14/16,0,79
USC00519397,08/15/16,0,79
USC00519397,08/16/16,0,80
USC00519397,08/17/16,0,78
USC00519397,08/18/16,0,80
USC00519397,08/19/16,0.04,77
USC00519397,08/20/16,0,80
USC00519397,08/21/16,0.12,76
USC00519397,08/22/16,0.4,77
USC00519397,08/23/16,0,81
USC00519397,08/24/16,0.08,79
USC00519397,08/25/16,0.08,80
USC00519397,08/26/16,0,79
USC00519397,08/27/16,0,77
USC00519397,08/28/16,0.01,78
USC00519397,08/29/16,0,78
USC00519397,08/30/16,0,79
USC00519397,08/31/16,0.13,80
USC00519397,09/01/16,0,81
USC00519397,09/02/16,0,80
USC00519397,09/03/16,0,79
USC00519397,09/04/16,0.03,75
USC00519397,09/05/16,,79
USC00519397,09/06/16,,76
USC00519397,09/07/16,0.05,76
USC00519397,09/08/16,0,80
USC00519397,09/09/16,0.03,79
USC00519397,09/10/16,0,78
USC00519397,09/11/16,0.05,76
USC00519397,09/12/16,0,78
USC00519397,09/13/16,0.02,78
USC00519397,09/14/16,1.32,75
USC00519397,09/15/16,0.42,79
USC00519397,09/16/16,0.06,80
USC00519397,09/17/16,0.05,79
USC00519397,09/18/16,0,81
USC00519397,09/19/16,0,77
USC00519397,09/20/16,0,77
USC00519397,09/21/16,0,78
USC00519397,09/22/16,0.02,76
USC00519397,09/23/16,0,82
USC00519397,09/24/16,0,81
USC00519397,09/25/16,0,78
USC00519397,09/26/16,0.06,80
USC00519397,09/27/16,0.02,80
USC00519397,09/28/16,0,79
USC00519397,09/29/16,0,80
USC00519397,09/30/16,0,80
USC00519397,10/01/16,0,80
USC00519397,10/02/16,0,79
USC00519397,10/03/16,0,79
USC00519397,10/04/16,0,79
USC00519397,10/05/16,0,80
USC00519397,10/06/16,0,80
USC00519397,10/07/16,0,79
USC00519397,10/08/16,0,78
USC00519397,10/09/16,0,76
USC00519397,10/10/16,0,75
USC00519397,10/11/16,0,80
USC00519397,10/12/16,0,80
USC00519397,10/13/16,0,79
USC00519397,10/14/16,0,80
USC00519397,10/15/16,0,79
USC00519397,10/16/16,0,78
USC00519397,10/17/16,0.01,78
USC00519397,10/18/16,0,80
USC00519397,10/19/16,0,81
USC00519397,10/20/16,0,79
USC00519397,10/21/16,0.05,77
USC00519397,10/22/16,0.15,79
USC00519397,10/23/16,0.01,78
USC00519397,10/24/16,0,77
USC00519397,10/25/16,0.03,77
USC00519397,10/26/16,0,78
USC00519397,10/27/16,0,77
USC00519397,10/28/16,0,78
USC00519397,10/29/16,0,77
USC00519397,10/30/16,0.24,76
USC00519397,10/31/16,0.03,77
USC00519397,11/01/16,0,77
USC00519397,11/02/16,0,77
USC00519397,11/03/16,0,77
USC00519397,11/04/16,0,77
USC00519397,11/05/16,0,76
USC00519397,11/06/16,0,75
USC00519397,11/07/16,0,71
USC00519397,11/08/16,0.07,71
USC00519397,11/09/16,0,71
USC00519397,11/10/16,0,71
USC00519397,11/11/16,0,72
USC00519397,11/12/16,0,71
USC00519397,11/13/16,0,72
USC00519397,11/14/16,0,77
USC00519397,11/15/16,0,77
USC00519397,11/16/16,0,77
USC00519397,11/17/16,0,77
USC00519397,11/18/16,0,77
USC00519397,11/19/16,0.03,75
USC00519397,11/20/16,0.05,76
USC00519397,11/21/16,0.01,76
USC00519397,11/22/16,0.13,75
USC00519397,11/23/16,0.14,72
USC00519397,11/24/16,0.05,74
USC00519397,11/25/16,0.05,75
USC00519397,11/26/16,0.05,73
USC00519397,11/27/16,0,76
USC00519397,11/28/16,0.01,75
USC00519397,11/29/16,0,68
USC00519397,11/30/16,0.14,75
USC00519397,12/01/16,0.12,75
USC00519397,12/02/16,0.03,72
USC00519397,12/03/16,0,69
USC00519397,12/04/16,0.03,71
USC00519397,12/05/16,0.43,68
USC00519397,12/06/16,0.02,67
USC00519397,12/07/16,0,69
USC00519397,12/08/16,0.03,73
USC00519397,12/09/16,0.52,70
USC00519397,12/10/16,0.05,70
USC00519397,12/11/16,0.04,70
USC00519397,12/12/16,0.01,66
USC00519397,12/13/16,0.05,67
USC00519397,12/14/16,0.03,70
USC00519397,12/15/16,0,66
USC00519397,12/16/16,0,62
USC00519397,12/17/16,0.01,71
USC00519397,12/18/16,0.13,73
USC00519397,12/19/16,0.01,69
USC00519397,12/20/16,0,77
USC00519397,12/21/16,0,74
USC00519397,12/22/16,0.01,71
USC00519397,12/23/16,0.01,72
USC00519397,12/24/16,0.01,74
USC00519397,12/25/16,0,74
USC00519397,12/26/16,0.02,74
USC00519397,12/27/16,0,74
USC00519397,12/28/16,0.02,71
USC00519397,12/29/16,0.04,73
USC00519397,12/30/16,0.12,69
USC00519397,12/31/16,0.01,66
USC00519397,01/01/17,0,62
USC00519397,01/02/17,0,66
USC00519397,01/03/17,0,63
USC00519397,01/04/17,0,62
USC00519397,01/05/17,0,63
USC00519397,01/06/17,0,64
USC00519397,01/07/17,0,66
USC00519397,01/08/17,0,60
USC00519397,01/09/17,0,64
USC00519397,01/10/17,0,63
USC00519397,01/11/17,0,78
USC00519397,01/12/17,0,67
USC00519397,01/13/17,0,67
USC00519397,01/14/17,0,65
USC00519397,01/15/17,0,66
USC00519397,01/16/17,0,67
USC00519397,01/17/17,0,66
USC00519397,01/18/17,0,72
USC00519397,01/19/17,0,73
USC00519397,01/20/17,0,71
USC00519397,01/21/17,0,72
USC00519397,01/22/17,0.16,72
USC00519397,01/23/17,0,72
USC00519397,01/24/17,0.04,69
USC00519397,01/25/17,0.03,72
USC00519397,01/26/17,0,71
USC00519397,01/27/17,0,65
USC00519397,01/28/17,0,64
USC00519397,01/29/17,0.18,67
USC00519397,01/30/17,0,67
USC00519397,01/31/17,0,68
USC00519397,02/01/17,0,70
USC00519397,02/02/17,0,61
USC00519397,02/03/17,0,65
USC00519397,02/04/17,0,72
USC00519397,02/05/17,0,73
USC00519397,02/06/17,0,76
USC00519397,02/07/17,0.51,64
USC00519397,02/08/17,0,62
USC00519397,02/09/17,0,61
USC00519397,02/10/17,0,71
USC00519397,02/11/17,0.31,69
USC00519397,02/12/17,2.62,68
USC00519397,02/13/17,0.01,74
USC00519397,02/14/17,0,75
USC00519397,02/15/17,0,75
USC00519397,02/16/17,0.07,71
USC00519397,02/17/17,0,71
USC00519397,02/18/17,0,68
USC00519397,02/19/17,0,69
USC00519397,02/20/17,0,71
USC00519397,02/21/17,0.06,70
USC00519397,02/22/17,0.06,72
USC00519397,02/23/17,0.01,74
USC00519397,02/24/17,0,70
USC00519397,02/25/17,0.03,64
USC00519397,02/26/17,0,65
USC00519397,02/27/17,0,72
USC00519397,02/28/17,0,74
USC00519397,03/01/17,1.19,66
USC00519397,03/02/17,0.73,73
USC00519397,03/03/17,0.47,69
USC00519397,03/04/17,0,74
USC00519397,03/05/17,0.35,71
USC00519397,03/06/17,0,69
USC00519397,03/07/17,0,68
USC00519397,03/08/17,0,71
USC00519397,03/09/17,0,72
USC00519397,03/10/17,0,68
USC00519397,03/11/17,0,71
USC00519397,03/12/17,0,74
USC00519397,03/13/17,0,71
USC00519397,03/14/17,0,71
USC00519397,03/15/17,0,71
USC00519397,03/16/17,0,70
USC00519397,03/17/17,0,72
USC00519397,03/18/17,0,69
USC00519397,03/19/17,0,73
USC00519397,03/20/17,0,75
USC00519397,03/21/17,0,75
USC00519397,03/22/17,0,74
USC00519397,03/23/17,0,70
USC00519397,03/24/17,0.02,73
USC00519397,03/25/17,0,76
USC00519397,03/26/17,0,76
USC00519397,03/27/17,0,75
USC00519397,03/28/17,0,77
USC00519397,03/29/17,0,76
USC00519397,03/30/17,0,77
USC00519397,03/31/17,0,76
USC00519397,04/01/17,0,76
USC00519397,04/02/17,0,76
USC00519397,04/03/17,0,77
USC00519397,04/04/17,0,76
USC00519397,04/05/17,0,78
USC00519397,04/06/17,0,77
USC00519397,04/07/17,0,77
USC00519397,04/08/17,0,77
USC00519397,04/09/17,0,72
USC00519397,04/10/17,0,75
USC00519397,04/11/17,0,79
USC00519397,04/12/17,0,78
USC00519397,04/13/17,0,77
USC00519397,04/14/17,0.26,75
USC00519397,04/15/17,0.01,73
USC00519397,04/16/17,0,74
USC00519397,04/17/17,0.02,74
USC00519397,04/18/17,0,75
USC00519397,04/19/17,0.02,74
USC00519397,04/20/17,0.05,78
USC00519397,04/21/17,0.23,73
USC00519397,04/22/17,0.32,76
USC00519397,04/23/17,0.03,77
USC00519397,04/24/17,0,77
USC00519397,04/25/17,0,77
USC00519397,04/26/17,0,77
USC00519397,04/27/17,0,78
USC00519397,04/28/17,0,76
USC00519397,04/29/17,0.12,72
USC00519397,04/30/17,0.89,63
USC00519397,05/01/17,0.26,75
USC00519397,05/02/17,0,78
USC00519397,05/03/17,0,78
USC00519397,05/04/17,0,78
USC00519397,05/05/17,0,79
USC00519397,05/06/17,0,79
USC00519397,05/07/17,0,79
USC00519397,05/08/17,0,77
USC00519397,05/10/17,0,78
USC00519397,05/11/17,0.01,78
USC00519397,05/12/17,0,79
USC00519397,05/13/17,0,79
USC00519397,05/14/17,0,77
USC00519397,05/15/17,0.05,78
USC00519397,05/16/17,0.01,78
USC00519397,05/17/17,0,78
USC00519397,05/18/17,0.01,73
USC00519397,05/19/17,0,76
USC00519397,05/20/17,0,78
USC00519397,05/21/17,0,76
USC00519397,05/22/17,0,77
USC00519397,05/23/17,0.08,87
USC00519397,05/24/17,0.13,77
USC00519397,05/25/17,0.15,77
USC00519397,05/27/17,0.01,74
USC00519397,05/28/17,0.02,76
USC00519397,05/29/17,0,75
USC00519397,05/30/17,0.26,76
USC00519397,05/31/17,0.02,79
USC00519397,06/01/17,0,79
USC00519397,06/02/17,0,79
USC00519397,06/03/17,0.02,79
USC00519397,06/04/17,0,79
USC00519397,06/05/17,0,80
USC00519397,06/06/17,0,79
USC00519397,06/07/17,0,79
USC00519397,06/08/17,0,80
USC00519397,06/09/17,0,80
USC00519397,06/10/17,0.04,77
USC00519397,06/11/17,0.08,79
USC00519397,06/12/17,0.02,83
USC00519397,06/13/17,0,80
USC00519397,06/14/17,0,80
USC00519397,06/15/17,0,78
USC00519397,06/16/17,0,79
USC00519397,06/17/17,0,80
USC00519397,06/18/17,0.05,77
USC00519397,06/19/17,0,80
USC00519397,06/20/17,0.02,78
USC00519397,06/21/17,0,79
USC00519397,06/22/17,0,80
USC00519397,06/23/17,0,78
USC00519397,06/24/17,0.06,80
USC00519397,06/25/17,0,80
USC00519397,06/26/17,0,81
USC00519397,06/27/17,0,80
USC00519397,06/28/17,0,79
USC00519397,06/29/17,0,79
USC00519397,06/30/17,0.08,75
USC00519397,07/01/17,0.02,80
USC00519397,07/02/17,0.02,80
USC00519397,07/03/17,0.04,78
USC00519397,07/04/17,0.04,80
USC00519397,07/05/17,0,80
USC00519397,07/06/17,0,81
USC00519397,07/07/17,0,79
USC00519397,07/08/17,0,80
USC00519397,07/09/17,0,80
USC00519397,07/10/17,0,80
USC00519397,07/11/17,0,78
USC00519397,07/12/17,0,81
USC00519397,07/13/17,0.07,79
USC00519397,07/14/17,0.02,81
USC00519397,07/15/17,0,80
USC00519397,07/16/17,0.02,78
USC00519397,07/17/17,0.03,80
USC00519397,07/18/17,0.05,80
USC00519397,07/20/17,0.03,80
USC00519397,07/21/17,0,80
USC00519397,07/22/17,0.03,81
USC00519397,07/23/17,0,81
USC00519397,07/24/17,0.05,78
USC00519397,07/25/17,0,80
USC00519397,07/26/17,0,82
USC00519397,07/27/17,0,79
USC00519397,07/28/17,0,81
USC00519397,07/29/17,0,81
USC00519397,07/30/17,0,81
USC00519397,07/31/17,0,80
USC00519397,08/01/17,0.02,77
USC00519397,08/02/17,0,73
USC00519397,08/03/17,0,79
USC00519397,08/04/17,0.02,80
USC00519397,08/05/17,0,81
USC00519397,08/06/17,0,80
USC00519397,08/07/17,0,80
USC00519397,08/08/17,0,80
USC00519397,08/09/17,0,80
USC00519397,08/10/17,0,81
USC00519397,08/11/17,0,78
USC00519397,08/12/17,0,80
USC00519397,08/13/17,0,81
USC00519397,08/14/17,0,79
USC00519397,08/15/17,0.02,78
USC00519397,08/18/17,0,80
USC00519397,08/19/17,0,79
USC00519397,08/20/17,0,81
USC00519397,08/21/17,0,81
USC00519397,08/22/17,0,82
USC00519397,08/23/17,0,81
USC00513117,01/01/10,0.28,67
USC00513117,01/02/10,0,65
USC00513117,01/03/10,0,75
USC00513117,01/04/10,0,76
USC00513117,01/05/10,0,76
USC00513117,01/06/10,0.02,76
USC00513117,01/07/10,0.38,70
USC00513117,01/08/10,0.01,66
USC00513117,01/09/10,0,69
USC00513117,01/10/10,0,74
USC00513117,01/11/10,0.03,67
USC00513117,01/12/10,0,64
USC00513117,01/13/10,0,64
USC00513117,01/14/10,0,65
USC00513117,01/15/10,0,69
USC00513117,01/16/10,0,71
USC00513117,01/17/10,0,69
USC00513117,01/18/10,0,73
USC00513117,01/19/10,0,73
USC00513117,01/20/10,0.01,72
USC00513117,01/21/10,0.04,70
USC00513117,01/22/10,0,65
USC00513117,01/23/10,0,73
USC00513117,01/24/10,0,74
USC00513117,01/25/10,0,68
USC00513117,01/26/10,0,77
USC00513117,01/27/10,0.12,71
USC00513117,01/28/10,0.19,68
USC00513117,01/29/10,0.19,68
USC00513117,01/30/10,1.7,69
USC00513117,01/31/10,0.28,73
USC00513117,02/01/10,0.01,69
USC00513117,02/02/10,0,70
USC00513117,02/03/10,0.31,66
USC00513117,02/04/10,0,69
USC00513117,02/05/10,0,70
USC00513117,02/06/10,0.06,66
USC00513117,02/07/10,0,66
USC00513117,02/08/10,0,71
USC00513117,02/09/10,0,72
USC00513117,02/10/10,0,65
USC00513117,02/13/10,,71
USC00513117,02/14/10,0,67
USC00513117,02/15/10,0,72
USC00513117,02/16/10,0,64
USC00513117,02/17/10,0.02,69
USC00513117,02/18/10,0,68
USC00513117,02/19/10,0.05,63
USC00513117,02/20/10,0.17,66
USC00513117,02/21/10,0.04,66
USC00513117,02/22/10,0.87,66
USC00513117,02/23/10,0,65
USC00513117,02/24/10,0,65
USC00513117,02/25/10,0,70
USC00513117,02/26/10,0,74
USC00513117,02/27/10,0,70
USC00513117,02/28/10,0,70
USC00513117,03/01/10,0.04,70
USC00513117,03/02/10,0,71
USC00513117,03/03/10,0,71
USC00513117,03/04/10,0.33,68
USC00513117,03/05/10,0.21,69
USC00513117,03/06/10,0.09,71
USC00513117,03/07/10,0,70
USC00513117,03/08/10,0.34,70
USC00513117,03/09/10,0.05,68
USC00513117,03/10/10,0.04,70
USC00513117,03/11/10,0.09,71
USC00513117,03/12/10,0.03,71
USC00513117,03/13/10,0,70
USC00513117,03/14/10,0,72
USC00513117,03/15/10,0.16,70
USC00513117,03/16/10,0.16,71
USC00513117,03/17/10,0.4,66
USC00513117,03/18/10,0.44,66
USC00513117,03/19/10,0.08,69
USC00513117,03/20/10,0.01,69
USC00513117,03/21/10,0,71
USC00513117,03/22/10,0,68
USC00513117,03/23/10,0,67
USC00513117,03/24/10,0.03,72
USC00513117,03/25/10,0.01,72
USC00513117,03/26/10,0.02,71
USC00513117,03/27/10,0.01,71
USC00513117,03/28/10,0.01,71
USC00513117,03/29/10,0,72
USC00513117,03/30/10,0.02,73
USC00513117,03/31/10,0.02,71
USC00513117,04/01/10,0.01,73
USC00513117,04/02/10,0.02,71
USC00513117,04/03/10,0.03,72
USC00513117,04/04/10,0.13,71
USC00513117,04/05/10,0.19,71
USC00513117,04/06/10,0.07,69
USC00513117,04/07/10,0.51,70
USC00513117,04/08/10,0,73
USC00513117,04/09/10,0.24,69
USC00513117,04/10/10,0.03,72
USC00513117,04/11/10,0.03,69
USC00513117,04/12/10,0.01,71
USC00513117,04/13/10,0.06,71
USC00513117,04/14/10,0.07,69
USC00513117,04/15/10,0,69
USC00513117,04/16/10,0.03,67
USC00513117,04/17/10,0.02,69
USC00513117,04/18/10,0,70
USC00513117,04/19/10,0.01,71
USC00513117,04/20/10,0.06,70
USC00513117,04/21/10,0,72
USC00513117,04/22/10,0,72
USC00513117,04/23/10,0.13,71
USC00513117,04/24/10,0.15,73
USC00513117,04/25/10,0,74
USC00513117,04/26/10,0,72
USC00513117,04/27/10,0.01,72
USC00513117,04/28/10,0.07,71
USC00513117,04/29/10,0.01,74
USC00513117,04/30/10,0.02,74
USC00513117,05/01/10,0.02,72
USC00513117,05/02/10,0.03,72
USC00513117,05/03/10,0.89,72
USC00513117,05/04/10,0.07,73
USC00513117,05/05/10,0,74
USC00513117,05/06/10,0,73
USC00513117,05/07/10,0.08,72
USC00513117,05/08/10,0.01,76
USC00513117,05/09/10,0,73
USC00513117,05/10/10,0,74
USC00513117,05/11/10,0,74
USC00513117,05/12/10,0.01,73
USC00513117,05/13/10,0.01,75
USC00513117,05/14/10,0,74
USC00513117,05/15/10,0.06,69
USC00513117,05/16/10,0.1,74
USC00513117,05/17/10,0,73
USC00513117,05/18/10,0,74
USC00513117,05/19/10,0,73
USC00513117,05/20/10,0.08,72
USC00513117,05/21/10,0.05,73
USC00513117,05/22/10,0.05,75
USC00513117,05/23/10,0.04,74
USC00513117,05/24/10,0.07,74
USC00513117,05/25/10,0.09,74
USC00513117,05/26/10,0.08,74
USC00513117,05/27/10,0,74
USC00513117,05/28/10,0,71
USC00513117,05/29/10,0.01,74
USC00513117,05/30/10,0,75
USC00513117,05/31/10,0.02,75
USC00513117,06/01/10,0.03,74
USC00513117,06/02/10,0,76
USC00513117,06/03/10,0,75
USC00513117,06/04/10,0,75
USC00513117,06/05/10,0,74
USC00513117,06/06/10,0,75
USC00513117,06/07/10,0.02,75
USC00513117,06/08/10,0,75
USC00513117,06/09/10,0,75
USC00513117,06/10/10,0.02,75
USC00513117,06/11/10,0,83
USC00513117,06/12/10,0,75
USC00513117,06/13/10,0.01,76
USC00513117,06/14/10,0.06,73
USC00513117,06/15/10,0,74
USC00513117,06/16/10,0.01,74
USC00513117,06/17/10,0.02,75
USC00513117,06/18/10,0.06,70
USC00513117,06/19/10,0.13,74
USC00513117,06/20/10,0.02,75
USC00513117,06/21/10,0.01,75
USC00513117,06/22/10,0,75
USC00513117,06/23/10,0,75
USC00513117,06/24/10,0.01,75
USC00513117,06/25/10,0.05,74
USC00513117,06/26/10,0.24,72
USC00513117,06/27/10,0.03,76
USC00513117,06/28/10,0.11,73
USC00513117,06/29/10,0,75
USC00513117,06/30/10,0.03,76
USC00513117,07/01/10,0.01,73
USC00513117,07/02/10,0.14,72
USC00513117,07/03/10,0.06,75
USC00513117,07/04/10,0.07,75
USC00513117,07/05/10,0.03,72
USC00513117,07/06/10,0.05,72
USC00513117,07/07/10,0.11,73
USC00513117,07/08/10,0.04,74
USC00513117,07/09/10,0.04,74
USC00513117,07/10/10,0.09,73
USC00513117,07/11/10,0.02,81
USC00513117,07/12/10,0,72
USC00513117,07/13/10,0.01,72
USC00513117,07/14/10,0.45,70
